x,y
112.649,58.8264
108.40719999999999,64.7192
99.8474,67.3862
111.8616,53.9242
82.6516,73.0758
90.27159999999999,73.0758
97.8916,74.70139999999999
105.5624,74.70139999999999
113.20779999999999,74.70139999999999
117.5004,73.7616
120.015,60.782199999999996
120.015,52.654199999999996
120.015,45.085
108.86439999999999,41.528999999999996
105.8926,45.6946
98.5774,53.035199999999996
93.75139999999999,58.928
90.297,61.1124
